t,rms,lo,mid,hi,air,sig
0.034,0.001632,0.000884,0.00079,0.000306,0.000438,0
0.037,0.001605,0.00083,0.000715,0.000277,0.000416,0
0.065,0.001875,0.001365,0.000473,0.000316,0.000402,0
0.08,0.001912,0.001164,0.000514,0.000316,0.000423,0
0.111,0.001427,0.000794,0.000537,0.000312,0.000408,0
0.115,0.001742,0.000892,0.000665,0.000308,0.00044,0
0.142,0.001488,0.000707,0.00076,0.000345,0.000472,0
0.157,0.001637,0.001016,0.000629,0.000308,0.000407,0
0.188,0.001855,0.001114,0.000643,0.000319,0.000433,0
0.204,0.001508,0.000969,0.000508,0.000275,0.000365,0
0.219,0.002167,0.001235,0.000576,0.000326,0.000438,0
0.251,0.002029,0.001144,0.000586,0.000293,0.000393,0
0.254,0.001191,0.000637,0.000465,0.000291,0.000373,0
0.283,0.002064,0.001256,0.00052,0.000275,0.000371,0
0.299,0.001699,0.001088,0.000567,0.000307,0.000396,0
0.33,0.001109,0.000498,0.000494,0.000299,0.000383,0
0.346,0.001595,0.001009,0.000506,0.0003,0.000373,0
0.361,0.002169,0.001277,0.000526,0.00029,0.000365,0
0.377,0.002092,0.001119,0.000628,0.000272,0.000381,0
0.408,0.002227,0.001342,0.000517,0.000308,0.000403,0
0.422,0.001989,0.001029,0.000717,0.000301,0.000416,0
0.439,0.001637,0.00092,0.000683,0.000306,0.000421,0
0.468,0.001653,0.000834,0.000656,0.000292,0.000411,0
0.484,0.001588,0.000951,0.000609,0.000262,0.000379,0
0.499,0.001468,0.000737,0.000656,0.000293,0.000401,0
0.53,0.001704,0.000918,0.000638,0.000291,0.000394,0
0.546,0.001576,0.000779,0.000617,0.000291,0.000416,0
0.561,0.001947,0.001042,0.000571,0.000299,0.000409,0
0.577,0.001936,0.0011,0.000758,0.000287,0.000432,0
0.607,0.002086,0.001308,0.00066,0.000296,0.000426,0
0.623,0.001469,0.00078,0.00065,0.000289,0.000406,0
0.637,0.002393,0.001521,0.000818,0.000313,0.000465,0
0.668,0.001815,0.000908,0.000754,0.000288,0.000443,0
0.684,0.001823,0.001207,0.000592,0.000267,0.00036,0
0.699,0.001566,0.000771,0.000718,0.000292,0.000424,0
0.73,0.001282,0.000769,0.000528,0.000296,0.000396,0
0.746,0.001538,0.000835,0.00061,0.000306,0.000416,0
0.762,0.001512,0.000876,0.000559,0.000297,0.000404,0
0.777,0.00171,0.001111,0.000604,0.000273,0.000393,0
0.808,0.001931,0.001246,0.000673,0.00025,0.000377,0
0.824,0.001326,0.000831,0.000533,0.00027,0.000373,0
0.839,0.001496,0.000835,0.000611,0.000252,0.000367,0
0.872,0.001743,0.000919,0.000706,0.000289,0.000438,0
0.875,0.001654,0.000881,0.0007,0.00029,0.000415,0
0.903,0.001818,0.001065,0.000688,0.000278,0.000394,0
0.918,0.002033,0.001117,0.000827,0.000291,0.000456,0
0.949,0.001761,0.000989,0.000734,0.000278,0.000423,0
0.965,0.002401,0.001415,0.000879,0.000306,0.000485,0
0.979,0.001758,0.00078,0.000845,0.000309,0.000469,0
1.011,0.001559,0.000875,0.000696,0.000275,0.000407,0
1.014,0.00146,0.000856,0.000555,0.000271,0.000392,0
1.041,0.001367,0.000815,0.000501,0.000242,0.000342,0
1.057,0.00137,0.000737,0.000629,0.000269,0.000385,0
1.088,0.001974,0.001015,0.000714,0.000292,0.000432,0
1.103,0.001822,0.001057,0.000724,0.000337,0.000462,0
1.118,0.002243,0.001428,0.000838,0.000327,0.000488,0
1.149,0.001759,0.001096,0.000715,0.00027,0.000402,0
1.165,0.001667,0.000671,0.000774,0.00028,0.000416,0
1.179,0.002009,0.001005,0.000803,0.00036,0.0005,0
1.21,0.002045,0.001168,0.000726,0.000315,0.000441,0
1.226,0.001651,0.000991,0.000591,0.000289,0.000393,0
1.242,0.00168,0.001053,0.00058,0.000293,0.000389,0
1.258,0.001565,0.000749,0.00071,0.000301,0.000413,0
1.288,0.001965,0.001061,0.000698,0.000342,0.000461,0
1.304,0.001941,0.001179,0.000518,0.000281,0.000389,0
1.32,0.002067,0.001448,0.00051,0.000293,0.000378,0
1.351,0.001485,0.000878,0.000503,0.000301,0.000396,0
1.354,0.002142,0.001413,0.000568,0.000295,0.000391,0
1.382,0.001615,0.001046,0.000468,0.000298,0.000394,0
1.397,0.001876,0.001244,0.000581,0.000286,0.000392,0
1.427,0.001606,0.000997,0.000647,0.000316,0.000427,0
1.444,0.001971,0.001224,0.000717,0.000305,0.000437,0
1.458,0.001482,0.000846,0.000572,0.000261,0.000356,0
1.489,0.001474,0.000831,0.000506,0.000274,0.000354,0
1.504,0.001428,0.000793,0.000559,0.000296,0.000396,0
1.52,0.001577,0.000695,0.000792,0.000277,0.000426,0
1.55,0.002133,0.001033,0.001007,0.000314,0.000511,0
1.565,0.002437,0.001228,0.001116,0.000342,0.000552,0
1.58,0.001935,0.000626,0.001028,0.0004,0.000569,0
1.612,0.0022,0.001037,0.001081,0.000422,0.000612,0
1.614,0.001823,0.000711,0.000936,0.000347,0.000516,0
1.643,0.001695,0.000753,0.000815,0.000338,0.000494,0
1.66,0.001882,0.001115,0.000681,0.000402,0.000534,0
1.692,0.002097,0.001215,0.00053,0.000361,0.000463,0
1.697,0.001604,0.000957,0.000514,0.000355,0.000438,0
1.723,0.001476,0.000749,0.00061,0.000349,0.000443,0
1.738,0.001824,0.000829,0.000695,0.00034,0.000446,0
1.77,0.001976,0.00142,0.000601,0.000339,0.000447,0
1.784,0.001634,0.001034,0.000568,0.000338,0.000444,0
1.8,0.001401,0.00072,0.000605,0.000369,0.000462,0
1.831,0.001809,0.001155,0.000648,0.00032,0.000427,0
1.834,0.001491,0.000969,0.000582,0.000352,0.000453,0
1.862,0.001686,0.001091,0.000492,0.000318,0.000408,0
1.879,0.001459,0.000859,0.000508,0.000334,0.00042,0
1.909,0.001355,0.000642,0.000569,0.000356,0.000449,0
1.924,0.001189,0.000559,0.000541,0.000342,0.000429,0
1.94,0.001836,0.001115,0.00055,0.000356,0.000438,0
1.972,0.001777,0.000836,0.00057,0.000376,0.000467,0
1.974,0.001435,0.000748,0.000532,0.000385,0.000462,0
2.002,0.001566,0.000891,0.000442,0.000482,0.000519,0
2.018,0.001407,0.000776,0.000396,0.00043,0.000489,0
2.048,0.001983,0.001221,0.00066,0.000376,0.00048,0
2.063,0.001557,0.001087,0.000526,0.000344,0.000421,0
2.079,0.001626,0.000895,0.000634,0.000365,0.000465,0
2.11,0.001817,0.001174,0.000605,0.000413,0.000479,0
2.127,0.001875,0.001036,0.000669,0.00038,0.000491,0
2.142,0.001993,0.00082,0.000714,0.000383,0.000481,0
2.158,0.001877,0.001153,0.000574,0.000407,0.000487,0
2.189,0.001688,0.001092,0.00054,0.000468,0.000531,0
2.205,0.001343,0.000533,0.000495,0.000484,0.000512,0
2.221,0.001696,0.000787,0.000662,0.000464,0.000562,0
2.238,0.001741,0.000909,0.000712,0.000438,0.000546,0
2.268,0.001911,0.000996,0.000711,0.000451,0.000545,0
2.283,0.001556,0.000745,0.000661,0.000499,0.000585,0
2.298,0.001575,0.000914,0.000659,0.000444,0.000544,0
2.329,0.00155,0.000765,0.000788,0.000455,0.000572,0
2.345,0.001662,0.000879,0.000884,0.000478,0.000611,0
2.361,0.001723,0.000859,0.00084,0.000465,0.000607,0
2.376,0.001502,0.000627,0.000911,0.000462,0.000643,0
2.407,0.001648,0.000816,0.000874,0.000442,0.000616,0
2.422,0.002185,0.001207,0.000949,0.000427,0.00061,0
2.438,0.002154,0.001252,0.000962,0.000466,0.000622,0
2.47,0.002295,0.001416,0.001026,0.000487,0.000666,0
2.485,0.002008,0.001188,0.001027,0.000518,0.00071,0
2.501,0.001973,0.000968,0.000993,0.000508,0.00069,0
2.517,0.001817,0.000647,0.001096,0.000534,0.000737,0
2.548,0.002159,0.000966,0.001138,0.000518,0.000801,0
2.563,0.002087,0.000747,0.001314,0.000505,0.000828,0
2.579,0.002227,0.000884,0.001316,0.000521,0.000829,0
2.61,0.002525,0.001305,0.001394,0.000544,0.000877,0
2.624,0.002488,0.001262,0.001443,0.000552,0.00086,0
2.64,0.002434,0.001166,0.001346,0.000518,0.000778,0
2.672,0.002024,0.001325,0.000579,0.000437,0.000509,0
2.675,0.002245,0.001435,0.00069,0.000424,0.000517,0
2.702,0.001734,0.00106,0.000621,0.000375,0.000456,0
2.716,0.001373,0.000712,0.000516,0.000402,0.000501,0
2.749,0.001622,0.000966,0.000569,0.000394,0.000471,0
2.765,0.001345,0.000694,0.0006,0.000392,0.000472,0
2.781,0.001631,0.000835,0.000713,0.000425,0.000524,0
2.796,0.002512,0.001569,0.000728,0.0004,0.000517,0
2.828,0.002142,0.001253,0.000684,0.00041,0.000555,0
2.844,0.002154,0.001376,0.000679,0.000385,0.000482,0
2.859,0.001956,0.001248,0.000758,0.000415,0.000502,0
2.89,0.001698,0.000887,0.000697,0.000365,0.00048,0
2.906,0.00164,0.000687,0.000748,0.000363,0.000486,0
2.922,0.001694,0.000987,0.000735,0.000365,0.000509,0
2.936,0.001798,0.001131,0.000778,0.000371,0.000484,0
2.968,0.001641,0.000996,0.000733,0.000355,0.00048,0
2.983,0.001413,0.000726,0.000653,0.000329,0.000448,0
2.999,0.001874,0.00127,0.000615,0.000322,0.000434,0
3.03,0.00174,0.001071,0.000701,0.000345,0.000474,0
3.044,0.001409,0.000748,0.000722,0.000362,0.000482,0
3.06,0.001837,0.00124,0.00079,0.000362,0.00049,0
3.09,0.001768,0.000988,0.000722,0.000346,0.000474,0
3.106,0.001871,0.000995,0.000747,0.00036,0.000504,0
3.12,0.001543,0.00075,0.000799,0.00035,0.000491,0
3.137,0.001516,0.000633,0.00083,0.000361,0.000495,0
3.167,0.001456,0.00084,0.000734,0.000337,0.000453,0
3.182,0.001782,0.000935,0.00071,0.000341,0.000463,0
3.198,0.001928,0.001291,0.000649,0.000353,0.000469,0
3.229,0.001413,0.000852,0.000647,0.00033,0.000421,0
3.246,0.001549,0.000803,0.000766,0.000329,0.000469,0
3.261,0.001865,0.001079,0.000781,0.000303,0.000464,0
3.278,0.001535,0.000825,0.000671,0.000323,0.000454,0
3.309,0.002051,0.001166,0.001027,0.000388,0.000585,0
3.324,0.001683,0.000799,0.001038,0.000387,0.000588,0
3.339,0.002227,0.001294,0.001117,0.000372,0.000593,0
3.37,0.001655,0.000609,0.001098,0.000361,0.00057,0
3.386,0.001835,0.00087,0.000986,0.000349,0.00053,0
3.401,0.002087,0.00118,0.001018,0.000349,0.000563,0
3.417,0.001861,0.001083,0.00099,0.000308,0.000522,0
3.448,0.001483,0.000672,0.000853,0.0003,0.00047,0
3.464,0.00159,0.000629,0.000873,0.000287,0.000456,0
3.479,0.001394,0.000638,0.000833,0.000311,0.00047,0
3.51,0.001703,0.001033,0.000734,0.0003,0.00043,0
3.526,0.001599,0.000769,0.000813,0.000284,0.000436,0
3.541,0.001543,0.000861,0.000747,0.000286,0.000442,0
3.558,0.002493,0.00147,0.000694,0.000266,0.00041,0
3.588,0.001779,0.001057,0.000643,0.000288,0.000434,0
3.603,0.002928,0.002082,0.00069,0.000271,0.000434,0
3.619,0.002047,0.001114,0.000628,0.000279,0.000412,0
3.651,0.00213,0.001214,0.0007,0.00028,0.000426,0
3.654,0.003276,0.002136,0.000788,0.000299,0.000465,0
3.681,0.003313,0.002097,0.000832,0.000301,0.000472,0
3.697,0.003366,0.0024,0.00093,0.000324,0.000526,0
3.728,0.002782,0.001743,0.000713,0.000306,0.000446,0
3.744,0.002569,0.001459,0.000655,0.000296,0.000419,0
3.759,0.002379,0.001456,0.000767,0.000317,0.000471,0
3.79,0.002106,0.001457,0.000691,0.000322,0.000504,0
3.793,0.00225,0.001335,0.000609,0.000312,0.00046,0
3.822,0.001975,0.001195,0.000613,0.000304,0.000434,0
3.838,0.002554,0.001191,0.000554,0.000288,0.000383,0
3.868,0.001879,0.001137,0.000797,0.000385,0.000591,0
3.885,0.002666,0.001653,0.000644,0.000308,0.00045,0
3.9,0.002699,0.001654,0.000679,0.000272,0.000424,0
3.931,0.003588,0.00252,0.000775,0.000333,0.000497,0
3.934,0.003799,0.002476,0.000683,0.000283,0.000426,0
3.964,0.003694,0.002536,0.000685,0.000288,0.000413,0
3.978,0.002718,0.002291,0.000724,0.000308,0.000467,0
4.01,0.00185,0.001118,0.000561,0.000303,0.000434,0
4.025,0.002809,0.001876,0.000619,0.000305,0.000455,0
4.041,0.003639,0.002202,0.000609,0.000348,0.000529,0
4.056,0.002623,0.001501,0.000624,0.000346,0.000529,0
4.087,0.002858,0.001558,0.0006,0.000304,0.000454,0
4.103,0.003936,0.002972,0.000709,0.000312,0.000455,0
4.118,0.003027,0.002042,0.000585,0.000284,0.000423,0
4.148,0.00366,0.002471,0.000669,0.000302,0.000438,0
4.164,0.002147,0.001251,0.000613,0.000302,0.000424,0
4.18,0.002082,0.001338,0.000671,0.000255,0.00038,0
4.211,0.003135,0.001654,0.000646,0.000268,0.000402,0
4.213,0.003009,0.002093,0.000705,0.000303,0.00046,0
4.243,0.002182,0.00131,0.000479,0.000245,0.000347,0
4.259,0.003184,0.001756,0.00104,0.000386,0.000704,0
4.29,0.004979,0.002699,0.000956,0.000326,0.000549,0
4.305,0.004605,0.002522,0.000748,0.000332,0.000519,0
4.321,0.002355,0.00137,0.000792,0.000327,0.000525,0
4.336,0.002754,0.001674,0.000709,0.000324,0.000535,0
4.368,0.003013,0.001796,0.001008,0.000361,0.000614,0
4.384,0.001771,0.001049,0.001004,0.000334,0.000582,0
4.4,0.002249,0.001534,0.001161,0.000364,0.000652,0
4.415,0.00247,0.00185,0.000923,0.000308,0.000547,0
4.446,0.002542,0.001866,0.000804,0.00027,0.000457,0
4.461,0.002259,0.001299,0.000744,0.000333,0.0006,0
4.477,0.002357,0.001502,0.00114,0.000381,0.000705,0
4.509,0.00265,0.001533,0.001054,0.000394,0.000719,0
4.524,0.002788,0.001099,0.001337,0.000466,0.000802,0
4.54,0.003414,0.00192,0.000792,0.000356,0.0005,0
4.57,0.002336,0.0013,0.000827,0.000313,0.000497,0
4.586,0.001928,0.001074,0.000646,0.000258,0.000396,0
4.602,0.002272,0.001275,0.000881,0.000365,0.000645,0
4.617,0.002439,0.001556,0.000919,0.0003,0.000528,0
4.648,0.001403,0.000653,0.000732,0.000284,0.000455,0
4.663,0.001644,0.000856,0.000648,0.000276,0.000397,0
4.679,0.001673,0.000954,0.000778,0.000336,0.000528,0
4.71,0.001915,0.000911,0.000924,0.000452,0.000641,0
4.726,0.001406,0.000712,0.000597,0.000326,0.000465,0
4.741,0.001853,0.000919,0.000856,0.000325,0.000539,0
4.757,0.00182,0.000896,0.000841,0.000353,0.000558,0
4.787,0.002189,0.00104,0.000961,0.000348,0.000577,0
4.803,0.001987,0.000695,0.001038,0.000388,0.000644,0
4.819,0.002303,0.001201,0.001007,0.000445,0.000705,0
4.851,0.002099,0.001098,0.001058,0.000399,0.000689,0
4.856,0.002176,0.000928,0.001118,0.000379,0.000673,0
4.882,0.001912,0.000952,0.001,0.000345,0.000576,0
4.898,0.001818,0.00091,0.000917,0.000355,0.000598,0
4.928,0.001671,0.000727,0.000872,0.000379,0.000584,0
4.944,0.001768,0.000748,0.001,0.00035,0.000557,0
4.958,0.00196,0.000894,0.000892,0.000349,0.000556,0
4.99,0.001922,0.000792,0.001055,0.000428,0.000702,0
5.006,0.002016,0.001108,0.000923,0.000381,0.000614,0
5.02,0.001572,0.000683,0.000919,0.000398,0.000637,0
5.052,0.001563,0.000592,0.000859,0.000406,0.000595,0
5.055,0.002056,0.00093,0.000938,0.000378,0.000581,0
5.083,0.002086,0.000749,0.001096,0.000433,0.000641,0
5.099,0.002561,0.001276,0.001112,0.00042,0.00068,0
5.13,0.002344,0.001155,0.001107,0.00042,0.000655,0
5.146,0.002166,0.001074,0.001097,0.000381,0.000622,0
5.161,0.002219,0.00107,0.001075,0.00037,0.000584,0
5.177,0.001955,0.001175,0.000906,0.000372,0.000532,0
5.207,0.001924,0.000969,0.000864,0.000349,0.000492,0
5.224,0.001828,0.001228,0.00066,0.000374,0.000471,0
5.239,0.001452,0.000809,0.000535,0.000321,0.000404,0
5.271,0.001457,0.000778,0.000629,0.000303,0.000455,0
5.274,0.001859,0.000876,0.000777,0.000302,0.000454,0
5.303,0.001795,0.000789,0.000852,0.000339,0.000516,0
5.318,0.001445,0.000662,0.000711,0.000351,0.000495,0
5.349,0.001797,0.001005,0.000722,0.000364,0.000523,0
5.366,0.001993,0.001158,0.000704,0.000349,0.00048,0
5.38,0.001921,0.001144,0.000778,0.000369,0.000501,0
5.413,0.002282,0.00126,0.000821,0.000535,0.000675,0
5.415,0.002705,0.001815,0.000689,0.000403,0.000529,0
5.444,0.002405,0.001359,0.000696,0.000432,0.000552,0
5.459,0.003647,0.002456,0.000804,0.000463,0.000616,0
5.491,0.004505,0.003325,0.001039,0.000628,0.000848,0
5.494,0.003172,0.001796,0.000837,0.000671,0.000886,0
5.522,0.003531,0.002239,0.000872,0.000694,0.00084,0
5.538,0.004326,0.00278,0.000781,0.00078,0.000854,0
5.568,0.004662,0.003613,0.000831,0.000644,0.000791,0
5.583,0.004117,0.002857,0.000797,0.000583,0.000741,0
5.599,0.004601,0.003342,0.000897,0.000605,0.000764,0
5.63,0.005122,0.003856,0.000962,0.000623,0.000772,0
5.645,0.005346,0.003781,0.00121,0.000644,0.000845,0
5.661,0.004209,0.002928,0.001177,0.000716,0.000876,0
5.676,0.003461,0.002278,0.001131,0.000845,0.000998,0
5.708,0.004733,0.003285,0.001347,0.001028,0.00113,0
5.725,0.005957,0.00397,0.001742,0.000895,0.001103,0
5.739,0.00483,0.002369,0.001265,0.000821,0.000931,0
5.77,0.005862,0.004214,0.001202,0.000792,0.000909,0
5.787,0.004563,0.003124,0.000978,0.000744,0.000863,0
5.801,0.00694,0.004482,0.001095,0.000622,0.000768,0
5.817,0.004225,0.003034,0.000862,0.000581,0.000684,0
5.849,0.005034,0.00415,0.001084,0.000567,0.000758,0
5.864,0.003519,0.002221,0.000957,0.000483,0.000656,0
5.879,0.004635,0.002695,0.000833,0.00048,0.000609,0
5.911,0.006644,0.004493,0.00133,0.000522,0.000792,0
5.914,0.0035,0.002344,0.000813,0.000525,0.000625,0
5.942,0.004492,0.003435,0.000827,0.000466,0.000579,0
5.957,0.004935,0.003356,0.001006,0.000487,0.000661,0
5.988,0.00379,0.002276,0.000717,0.000445,0.000571,0
6.005,0.00436,0.003206,0.000838,0.000477,0.000644,0
6.021,0.004507,0.003104,0.000776,0.000401,0.000569,0
6.036,0.00439,0.002816,0.000816,0.000424,0.000605,0
6.068,0.003721,0.002909,0.000827,0.000381,0.000561,0
6.083,0.00299,0.001849,0.000881,0.000407,0.000599,0
6.098,0.003088,0.002311,0.000743,0.000369,0.000544,0
6.129,0.002437,0.001561,0.000729,0.000337,0.000491,0
6.145,0.002262,0.001485,0.000728,0.000356,0.000507,0
6.16,0.002296,0.001576,0.00069,0.000345,0.000521,0
6.19,0.002983,0.002306,0.000861,0.000421,0.000606,0
6.206,0.002223,0.001646,0.000647,0.000375,0.000516,0
6.221,0.002933,0.001933,0.00073,0.000517,0.000704,0
6.237,0.002278,0.001501,0.000706,0.000361,0.000538,0
6.269,0.00276,0.001922,0.000751,0.000319,0.000507,0
6.284,0.002496,0.001838,0.000661,0.000341,0.000498,0
6.299,0.002872,0.001967,0.000785,0.000332,0.000517,0
6.331,0.003013,0.002349,0.000798,0.000333,0.000527,0
6.335,0.00206,0.001412,0.000671,0.000332,0.000488,0
6.362,0.002699,0.002257,0.000761,0.000346,0.000526,0
6.377,0.002132,0.001612,0.000719,0.000317,0.000525,0
6.409,0.002612,0.00214,0.00072,0.000332,0.00053,0
6.424,0.002095,0.001681,0.000552,0.000304,0.000449,0
6.44,0.00218,0.001551,0.000571,0.0003,0.000427,0
6.471,0.001915,0.001528,0.0006,0.000293,0.000436,0
6.474,0.002088,0.00159,0.000718,0.000299,0.000482,0
6.502,0.002384,0.001822,0.000785,0.000343,0.000525,0
6.518,0.001836,0.001421,0.000698,0.000307,0.000504,0
6.55,0.001688,0.00106,0.000652,0.000277,0.000445,0
6.564,0.001345,0.000817,0.000659,0.000273,0.000438,0
6.579,0.001682,0.001096,0.000646,0.000326,0.000481,0
6.611,0.001586,0.001147,0.000656,0.000329,0.000484,0
6.614,0.001351,0.000891,0.000544,0.000305,0.000474,0
6.644,0.001596,0.000922,0.000644,0.000325,0.000523,0
6.659,0.001436,0.000613,0.000754,0.00034,0.000571,0
6.69,0.001529,0.000796,0.00073,0.000368,0.000579,0
6.705,0.002441,0.001634,0.000891,0.000427,0.000673,0
6.72,0.001849,0.001176,0.000728,0.000329,0.000535,0
6.752,0.00187,0.001044,0.000826,0.000368,0.00061,0
6.755,0.002669,0.00181,0.000925,0.000384,0.000635,0
6.785,0.003719,0.002426,0.000864,0.000389,0.000653,0
6.799,0.003317,0.001936,0.000858,0.000469,0.000739,0
6.83,0.003324,0.002276,0.001007,0.000457,0.000747,0
6.834,0.003971,0.003028,0.001111,0.000454,0.000768,0
6.862,0.003687,0.0015,0.001682,0.000646,0.001105,0
6.88,0.003704,0.002105,0.001342,0.000571,0.000907,0
6.909,0.003774,0.001951,0.001431,0.000599,0.000916,0
6.924,0.003571,0.002183,0.001332,0.000654,0.000857,0
6.94,0.003337,0.0021,0.001285,0.000625,0.000853,0
6.973,0.003102,0.001788,0.001024,0.000677,0.000896,0
6.975,0.004542,0.003059,0.001096,0.000737,0.000956,0
7.004,0.003281,0.001865,0.001076,0.000638,0.000897,0
7.019,0.005502,0.003071,0.001231,0.000691,0.000923,0
7.051,0.005896,0.004435,0.001224,0.000761,0.001026,0
7.054,0.003835,0.002402,0.001047,0.00072,0.000892,0
7.082,0.005069,0.003032,0.00111,0.000671,0.000846,0
7.097,0.005771,0.003001,0.001145,0.00062,0.000851,0
7.128,0.004144,0.002757,0.000912,0.000572,0.00073,0
7.144,0.004475,0.002845,0.001056,0.000539,0.00073,0
7.161,0.005457,0.003761,0.001069,0.00058,0.000751,0
7.176,0.003805,0.002295,0.000943,0.000619,0.000736,0
7.207,0.005633,0.003184,0.001269,0.000817,0.000961,0
7.224,0.005738,0.004033,0.001422,0.001013,0.001131,0
7.238,0.005332,0.004254,0.001163,0.000938,0.001042,0
7.269,0.005566,0.00335,0.001343,0.000873,0.000981,0
7.285,0.004645,0.002593,0.001117,0.000843,0.000935,0
7.301,0.004693,0.0032,0.000987,0.000694,0.000827,0
7.316,0.002797,0.001907,0.000882,0.000596,0.000698,0
7.348,0.005042,0.00313,0.001161,0.000581,0.000751,0
7.364,0.006449,0.004683,0.001325,0.000588,0.000809,0
7.379,0.005286,0.003905,0.001409,0.000671,0.000871,0
7.411,0.003823,0.001586,0.001111,0.000616,0.000744,0
7.414,0.007343,0.004236,0.001362,0.00056,0.000759,0
7.442,0.007426,0.004714,0.00134,0.000629,0.000811,0
7.458,0.004877,0.003123,0.001039,0.000584,0.000691,0
7.488,0.008259,0.005465,0.001369,0.000579,0.000844,0
7.505,0.003555,0.002442,0.000721,0.000511,0.000586,0
7.52,0.006412,0.004338,0.000824,0.000359,0.0005,0
7.551,0.007275,0.004501,0.000848,0.000364,0.000494,0
7.554,0.005991,0.003435,0.001047,0.000408,0.000599,0
7.582,0.004259,0.002586,0.000889,0.000369,0.000508,0
7.599,0.00536,0.003769,0.000871,0.000472,0.000585,0
7.629,0.005003,0.003251,0.000949,0.000362,0.000547,0
7.645,0.004865,0.003527,0.00093,0.000309,0.000516,0
7.661,0.00379,0.0027,0.000928,0.000311,0.000523,0
7.677,0.002749,0.001666,0.000895,0.000295,0.000524,0
7.709,0.003727,0.002287,0.000891,0.000323,0.000548,0
7.724,0.003183,0.002298,0.000994,0.000338,0.000582,0
7.74,0.002758,0.001621,0.00098,0.000306,0.000548,0
7.755,0.002149,0.001266,0.000889,0.000282,0.000487,0
7.786,0.002367,0.001636,0.000763,0.000297,0.000485,0
7.802,0.004033,0.002909,0.001029,0.00041,0.000625,0
7.819,0.003633,0.002135,0.00114,0.000418,0.000668,0
7.85,0.004001,0.002369,0.001289,0.000536,0.000805,0
7.866,0.004537,0.002714,0.001259,0.000722,0.000909,0
7.881,0.006358,0.004351,0.001426,0.000768,0.000951,0
7.897,0.007047,0.004398,0.001924,0.000896,0.0013,0
7.929,0.011011,0.006744,0.001774,0.000965,0.001282,0
7.943,0.011174,0.006319,0.002196,0.001136,0.001414,0
7.958,0.008879,0.005485,0.001593,0.001016,0.001197,0
7.99,0.017147,0.010075,0.00162,0.001169,0.001347,0
8.005,0.009182,0.006524,0.002169,0.001367,0.001709,0
8.022,0.004055,0.002236,0.001223,0.001354,0.001502,0
8.036,0.006539,0.004428,0.00127,0.001211,0.001334,0
8.068,0.006988,0.004256,0.00135,0.001106,0.001362,0
8.083,0.012132,0.006975,0.001599,0.001159,0.00137,0
8.098,0.007988,0.00493,0.001687,0.001664,0.001664,0
8.129,0.01069,0.004737,0.00141,0.001132,0.001355,0
8.144,0.013932,0.007538,0.002455,0.001462,0.002053,0
8.16,0.016738,0.007441,0.001957,0.00141,0.001501,0
8.192,0.019779,0.014273,0.002284,0.000988,0.001313,0
8.195,0.008869,0.006361,0.00177,0.001099,0.001281,0
8.223,0.012951,0.006043,0.001843,0.001075,0.001406,0
8.239,0.018722,0.008734,0.001765,0.001369,0.001487,0
8.27,0.009964,0.006267,0.002049,0.001316,0.001691,0
8.273,0.013682,0.005878,0.00152,0.001404,0.001471,0
8.302,0.017197,0.010208,0.002039,0.001208,0.001464,0
8.319,0.015067,0.009059,0.001919,0.0014,0.001614,0
8.348,0.010637,0.007781,0.0018,0.00144,0.001665,0
8.364,0.008059,0.005387,0.001383,0.000971,0.001134,0
8.379,0.012026,0.006442,0.001598,0.000925,0.001159,0
8.411,0.010207,0.005196,0.001472,0.000814,0.001041,0
8.414,0.012943,0.009106,0.002018,0.000791,0.001149,0
8.442,0.005044,0.003165,0.001287,0.000617,0.000748,0
8.459,0.004283,0.002952,0.001252,0.000523,0.000698,0
8.49,0.003596,0.002093,0.001255,0.000583,0.000754,0
8.505,0.003573,0.001948,0.001008,0.000498,0.000593,0
8.52,0.005903,0.002856,0.000959,0.000502,0.00061,0
8.551,0.004786,0.002322,0.000902,0.00047,0.000586,0
8.554,0.003329,0.00208,0.000814,0.000426,0.000543,0
8.582,0.006312,0.003055,0.000739,0.000813,0.000797,0
8.598,0.005326,0.003174,0.000858,0.000841,0.00083,0
8.629,0.005297,0.003246,0.000909,0.000607,0.000738,0
8.644,0.005309,0.003388,0.001143,0.000653,0.000849,0
8.66,0.005359,0.003658,0.001516,0.000701,0.000948,0
8.69,0.005797,0.003391,0.001815,0.000885,0.001165,0
8.693,0.005966,0.003809,0.00149,0.00093,0.001151,0
8.722,0.007587,0.004351,0.001775,0.000726,0.001031,0
8.738,0.009641,0.00668,0.001796,0.001069,0.001357,0
8.769,0.011749,0.007883,0.002884,0.001182,0.001824,0
8.784,0.01097,0.006842,0.002897,0.001052,0.001744,0
8.8,0.007673,0.005052,0.002204,0.000867,0.001357,0
8.832,0.006415,0.004057,0.001266,0.000466,0.000719,0
8.835,0.008027,0.003537,0.001491,0.000489,0.00077,0
8.863,0.005586,0.002849,0.001328,0.000441,0.000693,0
8.879,0.00442,0.002782,0.001438,0.000513,0.000801,0
8.91,0.005159,0.00293,0.001178,0.001028,0.001169,0
8.925,0.007732,0.005798,0.001856,0.001854,0.002186,0
8.941,0.004286,0.00298,0.001622,0.000995,0.001277,0
8.957,0.006012,0.003859,0.001781,0.001626,0.001731,0
8.989,0.009813,0.003819,0.003865,0.005615,0.005777,0
9.003,0.007464,0.004294,0.002054,0.002222,0.002439,0
9.019,0.008304,0.005357,0.001716,0.001815,0.001749,0
