t,type,info,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31
1.106,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,28,0,40,0,0,0,0,0,0,0,150,0,155,0,216,0,248,254,83,11,176,12,0,0
1.137,hid,"8,10,11,18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,19,0,127,0,192,0,192,254,39,11,138,12,0,0
1.152,hid,"18,19,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,212,255,117,0,156,0,208,254,36,11,197,12,0,0
1.168,hid,"18,20,22,26,27,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,230,255,93,0,128,0,208,254,245,10,102,13,0,0
1.199,hid,"18,19,20,22,24,26,27,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,75,0,11,0,107,0,180,254,28,11,230,13,0,0
1.215,hid,"18,20,21,22,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,54,0,121,255,113,0,135,254,93,11,9,14,0,0
1.231,hid,"18,19,20,21,22,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,245,255,228,254,97,0,129,254,87,11,204,13,0,0
1.245,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,185,255,111,254,85,0,143,254,101,11,91,13,0,0
1.276,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,187,255,70,254,121,0,196,254,110,11,44,13,0,0
1.292,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,220,255,71,254,161,0,197,254,122,11,13,13,0,0
1.307,hid,"18,20,22,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,209,255,63,254,194,0,242,254,151,11,238,12,0,0
1.338,hid,"18,20,22,23,24,25,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,135,255,36,254,5,1,136,255,164,11,232,12,0,0
1.354,hid,"18,20,22,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,130,255,32,254,33,1,225,255,108,11,9,13,0,0
1.37,hid,"18,20,22,24,25,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,132,255,28,254,39,1,54,0,26,11,44,13,0,0
1.402,hid,"18,20,21,22,23,24,26,27,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,141,255,241,253,174,0,133,0,169,10,55,13,0,0
1.433,hid,"18,20,21,22,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,150,255,3,254,138,0,187,0,248,10,220,12,0,0
1.449,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,146,255,30,254,134,0,248,0,252,10,199,12,0,0
1.48,hid,"18,20,22,24,25,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,191,255,135,254,148,0,37,1,247,10,203,12,0,0
1.495,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,203,255,177,254,152,0,54,1,231,10,239,12,0,0
1.511,hid,"18,20,22,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,240,255,216,254,136,0,101,1,179,10,19,13,0,0
1.527,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,246,255,223,254,114,0,135,1,156,10,7,13,0,0
1.557,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,231,255,234,254,66,0,171,1,205,10,8,13,0,0
1.572,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,205,255,220,254,56,0,182,1,229,10,11,13,0,0
1.588,hid,"18,20,22,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,201,255,244,254,30,0,184,1,175,10,246,12,0,0
1.619,hid,"18,20,21,22,23,24,25,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,240,255,106,255,247,255,46,2,172,10,139,12,0,0
1.636,hid,"18,20,22,24,25,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,246,255,167,255,218,255,229,1,208,10,2,13,0,0
1.651,hid,"18,19,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,6,0,172,255,214,255,176,1,203,10,52,13,0,0
1.668,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,37,0,169,255,220,255,118,1,229,10,102,13,0,0
1.699,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,16,0,120,255,232,255,147,1,224,10,49,13,0,0
1.715,hid,"18,19,20,22,24,26,27,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,252,255,134,255,241,255,191,1,6,11,252,12,0,0
1.73,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,247,255,149,255,250,255,184,1,10,11,247,12,0,0
1.746,hid,"18,20,22,23,24,26,27,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,245,255,176,255,9,0,194,1,254,10,222,12,0,0
1.778,hid,"20,22,23,24,25,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,245,255,207,255,246,255,0,2,178,10,68,13,0,0
1.793,hid,"18,19,20,22,24,25,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,13,0,180,255,220,255,247,1,181,10,120,13,0,0
1.81,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,9,0,141,255,202,255,227,1,225,10,95,13,0,0
1.841,hid,"18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,6,0,95,255,211,255,193,1,18,11,35,13,0,0
1.872,hid,"18,20,22,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,19,0,128,255,243,255,198,1,19,11,218,12,0,0
1.887,hid,"18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,6,0,165,255,10,0,230,1,43,11,172,12,0,0
1.917,hid,"18,20,22,24,25,26,27,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,12,0,230,255,39,0,12,2,223,10,24,13,0,0
1.933,hid,"18,20,22,24,25,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,30,0,219,255,50,0,239,1,238,10,103,13,0,0
1.949,hid,"18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,0,0,174,255,54,0,217,1,10,11,88,13,0,0
1.98,hid,"18,19,20,22,24,25,26,27,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,217,255,130,255,12,0,55,2,169,10,254,12,0,0
1.996,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,226,255,167,255,4,0,57,2,229,10,202,12,0,0
2.012,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,228,255,205,255,10,0,22,2,249,10,189,12,0,0
2.027,hid,"18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,242,255,244,255,29,0,14,2,3,11,225,12,0,0
2.058,hid,"18,19,20,21,22,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,4,0,29,0,71,0,33,2,9,11,13,13,0,0
2.073,hid,"18,19,20,22,24,26,27,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,248,255,16,0,63,0,59,2,209,10,39,13,0,0
2.089,hid,"20,21,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,248,255,251,255,33,0,75,2,198,10,51,13,0,0
2.12,hid,"18,19,20,21,22,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,43,0,7,0,24,0,42,2,242,10,241,12,0,0
2.136,hid,"18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,59,0,60,0,44,0,48,2,51,11,182,12,0,0
2.151,hid,"20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,59,0,122,0,82,0,16,2,60,11,166,12,0,0
2.167,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,70,0,154,0,103,0,17,2,43,11,176,12,0,0
2.198,hid,"18,20,22,24,25,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,151,0,242,0,195,0,166,1,132,11,13,13,0,0
2.213,hid,"18,20,22,23,24,26,27,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,116,0,212,0,4,1,74,1,10,12,69,13,0,0
2.228,hid,"18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,71,0,118,0,72,1,8,1,226,11,71,13,0,0
2.26,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,52,0,61,0,245,1,148,1,209,11,4,13,0,0
2.276,hid,"18,20,22,23,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,91,0,109,0,81,2,130,1,197,11,126,12,0,0
2.291,hid,"18,20,22,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,47,0,191,0,179,2,235,1,217,11,246,11,0,0
2.307,hid,"18,20,21,22,24,25,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,7,0,48,1,246,2,95,2,122,11,42,12,0,0
2.338,hid,"18,20,22,23,24,26,27,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,93,0,196,1,15,3,76,2,112,10,40,13,0,0
2.354,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,186,0,228,1,4,3,102,2,84,10,125,13,0,0
2.369,hid,"18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,188,0,193,1,239,2,119,2,95,10,122,13,0,0
2.399,hid,"18,20,22,24,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,135,0,123,1,165,2,181,2,95,10,119,13,0,0
2.414,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,225,0,107,1,122,2,121,2,69,10,130,13,0,0
2.43,hid,"18,19,20,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,27,1,139,1,106,2,174,2,224,10,25,13,0,0
2.446,hid,"18,20,22,24,26,27,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,34,1,177,1,111,2,207,2,31,11,163,12,0,0
2.477,hid,"18,19,20,21,22,24,25,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,226,0,26,2,116,2,68,3,6,11,34,12,0,0
2.492,hid,"18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,174,0,63,2,55,2,124,3,174,10,65,12,0,0
2.508,hid,"18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,250,0,145,2,254,1,84,3,44,10,132,12,0,0
2.539,hid,"18,19,20,21,22,24,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,222,1,80,3,240,1,66,3,210,10,215,12,0,0
2.554,hid,"18,20,22,24,26,27,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,237,1,97,3,110,1,37,3,161,9,4,13,0,0
2.571,hid,"18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,196,1,31,3,18,1,151,3,158,10,16,13,0,0
2.586,hid,"18,20,22,23,24,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,162,1,18,3,207,0,210,3,189,10,237,12,0,0
2.618,hid,"18,20,22,23,24,25,26,28",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,113,1,1,3,204,255,85,2,91,10,61,12,0,0
2.633,hid,"18,20,21,22,24,25,26,27,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,166,1,184,2,135,255,247,0,30,11,176,13,0,0
2.65,hid,"18,20,21,22,24,25,26,27,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,59,1,51,1,201,255,248,254,0,13,141,15,0,0
2.68,hid,"18,20,22,23,24,25,26,27,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,27,1,18,1,164,0,192,0,165,12,88,11,0,0
2.711,hid,"18,19,20,21,22,24,25,26,27,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,77,0,205,255,20,0,198,1,243,10,66,13,0,0
2.726,hid,"18,20,22,23,24,25,26,28,29",4,90,165,239,244,255,244,255,8,0,252,255,0,0,0,0,0,0,98,0,206,255,131,255,52,2,99,10,172,12,0,0
2.757,hid,"8,9,10,11,18,20,21,22,24,25,26,27,28,29",4,90,165,239,244,255,244,255,12,3,168,254,0,0,0,0,0,0,29,0,25,0,88,255,94,1,146,12,151,11,0,0
2.772,hid,"8,9,10,11,18,20,22,24,25,26,27,28",4,90,165,239,244,255,244,255,116,11,100,255,0,0,0,0,0,0,34,0,90,0,159,255,116,0,23,13,170,11,0,0
2.788,hid,"8,9,10,11,18,19,20,22,24,25,26,28,29",4,90,165,239,244,255,244,255,136,36,216,3,0,0,0,0,0,0,205,255,50,0,229,255,220,255,133,13,23,12,0,0
2.819,hid,"8,9,10,11,18,20,21,22,23,24,25,26,27,28,29",4,90,165,239,244,255,244,255,16,96,164,17,0,0,0,0,0,0,237,255,183,255,1,0,122,1,199,11,38,13,0,0
2.835,hid,"8,9,10,11,18,20,22,23,24,26,28,29",4,90,165,239,244,255,244,255,36,118,212,24,0,0,0,0,0,0,235,255,152,255,242,255,185,1,162,11,175,12,0,0
2.851,hid,"8,9,10,11,18,20,22,24,26,28",4,90,165,239,244,255,244,255,255,127,244,34,0,0,0,0,0,0,237,255,134,255,207,255,180,1,105,11,129,12,0,0
2.867,hid,"10,11,18,20,22,24,26,28",4,90,165,239,244,255,244,255,255,127,84,37,0,0,0,0,0,0,243,255,144,255,175,255,131,1,181,11,113,12,0,0
2.897,hid,"10,11,18,19,20,22,24,25,26,28,29",4,90,165,239,244,255,244,255,255,127,0,32,0,0,0,0,0,0,78,0,250,255,167,255,251,0,219,11,221,11,0,0
2.914,hid,"10,11,18,20,21,22,24,25,26,27,28",4,90,165,239,244,255,244,255,255,127,104,29,0,0,0,0,0,0,74,0,40,0,175,255,74,1,88,12,217,11,0,0
2.93,hid,"10,11,18,20,22,24,26,28",4,90,165,239,244,255,244,255,255,127,200,27,0,0,0,0,0,0,40,0,70,0,172,255,128,1,53,12,249,11,0,0
2.961,hid,"10,11,18,19,20,22,24,25,26,28,29",4,90,165,239,244,255,244,255,255,127,184,22,0,0,0,0,0,0,249,255,42,0,196,255,234,0,52,12,88,12,0,0
2.992,hid,"10,11,18,19,20,22,24,25,26,28",4,90,165,239,244,255,244,255,255,127,92,20,0,0,0,0,0,0,6,0,15,0,238,255,87,1,156,12,112,12,0,0
3.008,hid,"10,11,18,20,22,24,26,28",4,90,165,239,244,255,244,255,255,127,36,19,0,0,0,0,0,0,5,0,20,0,243,255,38,1,19,12,19,12,0,0
3.038,hid,"10,11,18,19,20,22,24,26,28",4,90,165,239,244,255,244,255,255,127,92,18,0,0,0,0,0,0,236,255,44,0,237,255,50,1,33,12,15,12,0,0
3.054,hid,"18,22,24,26,28",4,90,165,239,244,255,244,255,255,127,92,18,0,0,0,0,0,0,223,255,44,0,239,255,60,1,58,12,68,12,0,0
3.07,hid,"10,11,18,20,22,24,26,28",4,90,165,239,244,255,244,255,255,127,196,17,0,0,0,0,0,0,221,255,28,0,252,255,37,1,40,12,120,12,0,0
3.1,hid,"10,11,18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,255,127,232,16,0,0,0,0,0,0,240,255,2,0,4,0,36,1,24,12,85,12,0,0
3.116,hid,"10,18,20,22,24,26,28",4,90,165,239,244,255,244,255,255,127,24,16,0,0,0,0,0,0,247,255,13,0,1,0,31,1,37,12,45,12,0,0
3.132,hid,"10,11,18,20,22,24,26,28",4,90,165,239,244,255,244,255,255,127,72,15,0,0,0,0,0,0,241,255,20,0,0,0,6,1,15,12,48,12,0,0
3.147,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,255,127,72,15,0,0,0,0,0,0,227,255,25,0,1,0,63,1,27,12,76,12,0,0
3.178,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,255,127,72,15,0,0,0,0,0,0,221,255,39,0,5,0,27,1,22,12,25,12,0,0
3.194,hid,"18,20,22,24,26,28,29",4,90,165,239,244,255,244,255,255,127,72,15,0,0,0,0,0,0,178,255,41,0,1,0,48,1,42,12,248,11,0,0
3.209,hid,"18,20,22,23,24,26,28,29",4,90,165,239,244,255,244,255,255,127,72,15,0,0,0,0,0,0,166,255,58,0,251,255,76,1,10,12,21,12,0,0
3.24,hid,"18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,255,127,72,15,0,0,0,0,0,0,182,255,66,0,238,255,41,1,249,11,94,12,0,0
3.255,hid,"18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,255,127,72,15,0,0,0,0,0,0,179,255,69,0,246,255,22,1,13,12,86,12,0,0
3.271,hid,"10,11,18,20,22,24,26,28",4,90,165,239,244,255,244,255,255,127,4,16,0,0,0,0,0,0,176,255,66,0,250,255,12,1,21,12,103,12,0,0
3.286,hid,"10,11,18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,255,127,228,17,0,0,0,0,0,0,186,255,63,0,251,255,0,1,240,11,169,12,0,0
3.318,hid,"10,11,18,20,22,23,24,25,26,28",4,90,165,239,244,255,244,255,255,127,224,23,0,0,0,0,0,0,227,255,46,0,5,0,206,0,252,11,132,12,0,0
3.334,hid,"10,11,18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,255,127,116,25,0,0,0,0,0,0,206,255,41,0,9,0,213,0,6,12,66,12,0,0
3.349,hid,"10,11,18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,255,127,108,28,0,0,0,0,0,0,200,255,45,0,1,0,238,0,219,11,65,12,0,0
3.381,hid,"10,11,18,20,22,23,24,25,26,28",4,90,165,239,244,255,244,255,255,127,172,36,0,0,0,0,0,0,190,255,32,0,246,255,26,1,239,11,191,12,0,0
3.412,hid,"8,9,10,11,18,19,20,21,22,24,25,26,28,29",4,90,165,239,244,255,244,255,84,89,120,24,0,0,0,0,0,0,50,0,222,255,248,255,242,0,140,11,71,13,0,0
3.427,hid,"8,9,10,11,18,20,24,25,26,28,29",4,90,165,239,244,255,244,255,224,32,60,7,0,0,0,0,0,0,111,0,225,255,248,255,10,1,201,11,230,12,0,0
3.458,hid,"8,9,10,11,18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,20,1,156,9,0,0,0,0,0,0,35,0,176,255,250,255,2,1,65,12,0,12,0,0
3.474,hid,"8,9,10,11,18,19,20,22,24,26,28,29",4,90,165,239,244,255,244,255,208,251,100,8,0,0,0,0,0,0,233,255,202,255,255,255,12,1,46,12,206,11,0,0
3.489,hid,"8,9,10,11,18,20,22,24,26,28",4,90,165,239,244,255,244,255,164,245,40,0,0,0,0,0,0,0,205,255,233,255,249,255,101,1,0,12,194,11,0,0
3.521,hid,"8,9,10,18,20,21,22,24,26,27,28,29",4,90,165,239,244,255,244,255,240,253,92,0,0,0,0,0,0,0,194,255,27,0,246,255,7,1,244,11,103,12,0,0
3.522,hid,"8,9,10,11",4,90,165,239,244,255,244,255,32,254,220,255,0,0,0,0,0,0,194,255,27,0,246,255,7,1,244,11,103,12,0,0
3.552,hid,"8,9,10,11,18,19,20,21,22,24,25,26,28",4,90,165,239,244,255,244,255,244,255,12,0,0,0,0,0,0,0,13,0,249,255,255,255,228,0,186,11,254,12,0,0
3.567,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,244,255,12,0,0,0,0,0,0,0,17,0,227,255,254,255,246,0,217,11,211,12,0,0
3.598,hid,"18,20,22,24,25,28",4,90,165,239,244,255,244,255,244,255,12,0,0,0,0,0,0,0,8,0,205,255,251,255,3,1,217,11,96,12,0,0
3.613,hid,"18,19,20,22,24,26,28",4,90,165,239,244,255,244,255,244,255,12,0,0,0,0,0,0,0,244,255,222,255,246,255,20,1,229,11,73,12,0,0
3.63,hid,"18,20,22,23,24,26,27,28",4,90,165,239,244,255,244,255,244,255,12,0,0,0,0,0,0,0,230,255,254,255,2,0,24,1,25,12,12,12,0,0
3.661,hid,"18,20,21,22,24,26,27,28",4,90,165,239,244,255,244,255,244,255,12,0,0,0,0,0,0,0,216,255,56,0,1,0,55,1,219,11,58,12,0,0
3.692,hid,"18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,244,255,12,0,0,0,0,0,0,0,223,255,61,0,255,255,16,1,222,11,134,12,0,0
3.707,hid,"18,22,23,24,26,28",4,90,165,239,244,255,244,255,244,255,12,0,0,0,0,0,0,0,236,255,61,0,9,0,14,1,232,11,163,12,0,0
3.738,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,244,255,12,0,0,0,0,0,0,0,246,255,76,0,15,0,25,1,212,11,72,12,0,0
3.753,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,244,255,12,0,0,0,0,0,0,0,237,255,102,0,10,0,39,1,231,11,35,12,0,0
3.769,hid,"18,20,24,26,28",4,90,165,239,244,255,244,255,244,255,12,0,0,0,0,0,0,0,242,255,140,0,10,0,26,1,194,11,25,12,0,0
3.799,hid,"8,9,10,11,18,20,22,24,25,26,27,28",4,90,165,239,244,255,244,255,228,245,244,255,0,0,0,0,0,0,223,255,138,0,12,0,221,0,39,12,132,12,0,0
3.815,hid,"8,9,10,11,18,20,22,24,26,27,28",4,90,165,239,244,255,244,255,168,229,152,252,0,0,0,0,0,0,193,255,128,0,16,0,244,0,244,11,109,12,0,0
3.83,hid,"8,9,10,11,20,22,24,26,28",4,90,165,239,244,255,244,255,96,210,92,247,0,0,0,0,0,0,193,255,125,0,15,0,206,0,201,11,127,12,0,0
3.846,hid,"8,9,10,11,18,20,22,24,26,28",4,90,165,239,244,255,244,255,132,192,100,241,0,0,0,0,0,0,195,255,122,0,5,0,200,0,173,11,161,12,0,0
3.877,hid,"8,9,10,11,18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,76,162,160,227,0,0,0,0,0,0,209,255,118,0,251,255,186,0,193,11,151,12,0,0
3.893,hid,"8,9,10,11,18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,140,151,128,221,0,0,0,0,0,0,207,255,109,0,0,0,155,0,212,11,156,12,0,0
3.909,hid,"8,9,10,11,18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,92,142,104,217,0,0,0,0,0,0,204,255,97,0,255,255,165,0,220,11,148,12,0,0
3.941,hid,"8,9,10,11,18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,80,130,8,213,0,0,0,0,0,0,199,255,83,0,0,0,184,0,178,11,204,12,0,0
3.973,hid,"8,9,10,11,18,20,21,22,23,24,26,28,29",4,90,165,239,244,255,244,255,32,132,156,216,0,0,0,0,0,0,239,255,212,255,255,255,103,0,176,11,143,13,0,0
3.989,hid,"8,9,10,11,18,19,20,22,24,26,28",4,90,165,239,244,255,244,255,152,146,0,226,0,0,0,0,0,0,37,0,165,255,252,255,89,0,156,11,94,13,0,0
4.021,hid,"8,9,10,11,18,20,22,24,26,28,29",4,90,165,239,244,255,244,255,32,254,180,255,0,0,0,0,0,0,27,0,129,255,246,255,160,0,229,11,118,12,0,0
4.051,hid,"8,9,10,11,18,20,22,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,33,0,179,255,227,255,208,0,184,11,36,12,0,0
4.067,hid,"18,19,20,22,24,25,26,27,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,230,255,194,255,237,255,5,1,54,12,37,12,0,0
4.098,hid,"18,20,22,24,25,26,27,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,231,255,242,255,253,255,222,0,149,11,134,12,0,0
4.113,hid,"18,19,20,22,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,4,0,250,255,246,255,201,0,178,11,179,12,0,0
4.128,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,12,0,238,255,249,255,205,0,191,11,178,12,0,0
4.161,hid,"18,19,20,22,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,243,255,248,255,252,255,228,0,205,11,91,12,0,0
4.191,hid,"18,20,21,22,23,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,222,255,21,0,7,0,213,0,208,11,125,12,0,0
4.207,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,233,255,11,0,6,0,189,0,183,11,205,12,0,0
4.239,hid,"18,19,20,21,22,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,1,0,223,255,2,0,182,0,190,11,209,12,0,0
4.254,hid,"18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,2,0,224,255,254,255,209,0,166,11,142,12,0,0
4.269,hid,"18,19,20,22,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,255,255,239,255,252,255,217,0,173,11,105,12,0,0
4.301,hid,"18,20,21,22,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,228,255,11,0,253,255,224,0,218,11,104,12,0,0
4.332,hid,"18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,219,255,8,0,1,0,186,0,179,11,188,12,0,0
4.347,hid,"18,20,21,22,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,237,255,255,255,3,0,181,0,188,11,196,12,0,0
4.379,hid,"18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,236,255,234,255,250,255,205,0,184,11,176,12,0,0
4.395,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,241,255,235,255,252,255,204,0,168,11,183,12,0,0
4.411,hid,"18,20,22,23,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,252,255,246,255,1,0,194,0,178,11,168,12,0,0
4.426,hid,"18,20,22,24,26,28",4,90,165,239,244,255,244,255,244,255,4,0,0,0,0,0,0,0,251,255,250,255,5,0,217,0,197,11,145,12,0,0
