t,phase,rms,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31
30.645,C,0.002034,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,254,255,14,0,21,0,254,15,0,0
30.661,C,0.002222,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,253,255,7,0,6,0,251,15,0,0
30.692,C,0.001994,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,255,255,10,0,254,15,0,0
30.692,C,0.002271,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,255,255,10,0,254,15,0,0
30.723,C,0.002087,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,253,255,247,255,12,0,3,16,0,0
30.739,C,0.00214,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,0,0,8,0,4,16,0,0
30.77,C,0.00224,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,0,0,255,255,6,0,246,15,0,0
30.786,C,0.002162,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,15,0,15,0,255,15,0,0
30.802,C,0.002323,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,4,16,0,0
30.832,C,0.002372,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,245,255,14,0,0,16,0,0
30.832,C,0.002444,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,245,255,14,0,0,16,0,0
30.864,C,0.002599,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,254,255,249,255,10,0,249,15,0,0
30.88,C,0.002369,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,1,0,247,255,2,0,253,15,0,0
30.912,C,0.002213,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,254,255,253,255,10,0,8,16,0,0
30.927,C,0.001958,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,254,255,243,255,9,0,253,15,0,0
30.943,C,0.002255,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,249,255,17,0,4,16,0,0
30.958,C,0.001838,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,254,255,254,255,33,0,7,16,0,0
30.99,C,0.002063,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,10,0,252,255,254,15,0,0
31.006,C,0.002723,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,254,255,0,0,253,255,5,16,0,0
31.021,C,0.001998,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,252,255,8,0,255,255,9,16,0,0
31.051,C,0.001857,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,245,255,30,0,0,16,0,0
31.067,C,0.002152,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,254,255,235,255,30,0,253,15,0,0
31.082,C,0.001499,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,251,255,10,0,7,16,0,0
31.098,C,0.00221,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,254,255,7,0,6,0,251,15,0,0
31.128,C,0.00237,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,6,0,255,255,253,15,0,0
31.144,C,0.002179,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,253,255,1,0,5,0,5,16,0,0
31.16,C,0.002121,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,247,255,11,0,0,16,0,0
31.191,C,0.002354,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,255,255,255,255,250,255,24,0,4,16,0,0
31.207,C,0.002397,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,246,255,13,0,252,15,0,0
31.223,C,0.002258,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,242,255,252,255,253,15,0,0
31.238,C,0.002203,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,0,0,253,255,246,255,247,15,0,0
31.269,C,0.001687,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,0,0,6,0,255,255,254,15,0,0
31.284,C,0.002081,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,1,0,1,0,14,0,251,15,0,0
31.3,C,0.001905,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,29,0,3,16,0,0
31.331,C,0.001649,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,1,0,253,255,8,0,12,0,250,15,0,0
31.347,C,0.002126,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,254,255,1,0,253,255,251,15,0,0
31.361,C,0.001799,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,252,255,246,255,249,255,250,15,0,0
31.393,C,0.002026,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,253,255,6,0,5,16,0,0
31.393,C,0.001931,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,253,255,6,0,5,16,0,0
31.423,C,0.002439,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,253,255,9,0,4,16,0,0
31.439,C,0.002501,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,0,0,20,0,253,15,0,0
31.471,C,0.002615,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,253,255,252,255,11,0,2,16,0,0
31.486,C,0.002254,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,0,0,9,0,2,16,0,0
31.502,C,0.002163,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,253,255,255,255,17,0,0,16,0,0
31.518,C,0.00219,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,249,255,13,0,255,15,0,0
31.549,C,0.002399,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,254,255,23,0,0,16,0,0
31.565,C,0.002184,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,22,0,253,15,0,0
31.58,C,0.002065,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,254,255,3,0,0,0,248,15,0,0
31.611,C,0.002237,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,255,255,255,255,254,255,5,16,0,0
31.626,C,0.001847,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,253,255,1,0,8,0,253,15,0,0
31.642,C,0.001909,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,253,255,248,255,16,0,252,15,0,0
31.657,C,0.002276,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,254,255,244,255,9,0,253,15,0,0
31.689,C,0.002116,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,253,255,250,255,16,0,252,15,0,0
31.704,C,0.002105,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,253,255,13,0,247,15,0,0
31.719,C,0.002114,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,246,255,9,0,252,15,0,0
31.75,C,0.002326,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,12,0,9,0,5,16,0,0
31.765,C,0.002101,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,1,0,247,255,10,0,254,15,0,0
31.78,C,0.002198,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,2,0,13,0,0,16,0,0
31.811,C,0.001946,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,250,255,5,0,254,15,0,0
31.826,C,0.002096,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,0,0,255,255,2,0,5,0,252,15,0,0
31.841,C,0.002103,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,0,0,255,255,2,16,0,0
31.873,C,0.00213,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,253,255,0,0,14,0,253,15,0,0
31.873,C,0.001919,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,254,255,2,0,16,0,253,15,0,0
31.904,C,0.002621,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,1,0,255,255,1,0,8,0,255,15,0,0
31.92,C,0.002279,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,0,0,249,255,4,0,248,15,0,0
31.951,C,0.00215,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,253,255,2,0,5,16,0,0
31.967,C,0.0028,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,0,0,0,0,8,0,4,16,0,0
31.982,C,0.002154,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,255,255,10,0,17,0,253,15,0,0
31.998,C,0.001802,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,1,0,17,0,249,15,0,0
32.029,C,0.001663,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,254,255,255,255,12,0,2,16,0,0
32.044,C,0.00183,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,245,255,11,0,6,16,0,0
32.06,C,0.002228,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,2,0,1,0,1,16,0,0
32.091,C,0.002807,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,252,255,5,0,3,16,0,0
32.107,C,0.002336,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,1,0,251,255,4,0,251,15,0,0
32.123,C,0.002739,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,250,255,6,0,0,16,0,0
32.139,C,0.002133,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,247,255,10,0,253,15,0,0
32.17,C,0.002105,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,254,255,252,255,8,0,251,15,0,0
32.187,C,0.002085,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,1,0,248,255,10,0,255,15,0,0
32.202,C,0.002176,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,0,0,255,255,245,255,7,0,6,16,0,0
32.233,C,0.002271,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,5,0,13,0,255,15,0,0
32.233,C,0.002018,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,5,0,11,0,255,15,0,0
32.264,C,0.002091,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,6,0,10,0,251,15,0,0
32.279,C,0.002022,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,1,0,0,0,0,0,3,0,1,16,0,0
32.31,C,0.002089,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,11,0,13,0,0,16,0,0
32.325,C,0.002138,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,5,0,9,0,0,16,0,0
32.34,C,0.002111,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,1,0,15,0,252,15,0,0
32.373,C,0.001792,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,3,0,255,255,0,0,9,0,0,16,0,0
32.373,C,0.002096,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,3,0,255,255,0,0,9,0,0,16,0,0
32.404,C,0.002861,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,0,0,254,255,11,0,2,16,0,0
32.42,C,0.003,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,253,255,252,255,10,0,4,16,0,0
32.45,C,0.002856,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,5,0,5,0,252,15,0,0
32.465,C,0.002734,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,0,0,253,255,8,0,252,15,0,0
32.481,C,0.002712,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,254,255,251,255,9,0,3,16,0,0
32.512,C,0.002538,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,249,255,2,0,1,16,0,0
32.512,C,0.002348,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,249,255,2,0,1,16,0,0
32.543,C,0.002502,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,0,0,20,0,0,16,0,0
32.559,C,0.002323,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,249,255,15,0,3,16,0,0
32.591,C,0.002405,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,7,0,18,0,255,15,0,0
32.607,C,0.002249,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,255,255,255,255,3,0,2,0,250,15,0,0
32.622,C,0.002642,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,1,0,11,0,253,15,0,0
32.653,C,0.002146,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,0,0,254,255,254,255,10,0,252,15,0,0
32.653,C,0.001749,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,0,0,254,255,254,255,10,0,252,15,0,0
32.684,C,0.001826,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,254,255,255,255,15,0,2,16,0,0
32.7,C,0.001509,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,1,0,251,255,13,0,5,16,0,0
32.731,C,0.001809,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,253,255,243,255,19,0,1,16,0,0
32.747,C,0.002083,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,2,0,4,0,251,15,0,0
32.762,C,0.002048,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,255,255,255,255,252,255,253,15,0,0
32.778,C,0.002289,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,0,0,244,255,4,0,0,16,0,0
32.809,C,0.00226,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,255,255,248,255,8,0,255,15,0,0
32.824,C,0.00237,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,255,255,253,255,12,0,10,16,0,0
32.84,C,0.002084,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,253,255,254,255,15,0,251,15,0,0
32.871,C,0.001755,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,0,0,9,0,1,16,0,0
32.887,C,0.001649,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,255,255,17,0,10,16,0,0
32.902,C,0.002192,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,253,255,250,255,13,0,9,16,0,0
32.932,C,0.001505,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,251,255,16,0,2,16,0,0
32.932,C,0.00188,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,251,255,16,0,2,16,0,0
32.964,C,0.002086,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,255,255,0,0,9,0,6,16,0,0
32.979,C,0.002365,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,248,255,15,0,7,16,0,0
33.011,C,0.002781,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,0,0,255,255,7,0,4,16,0,0
33.026,C,0.001636,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,4,0,12,0,254,15,0,0
33.043,C,0.001629,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,254,255,0,0,14,0,255,15,0,0
33.058,C,0.001942,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,254,255,251,255,22,0,252,15,0,0
33.088,C,0.002701,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,0,0,3,0,13,0,248,15,0,0
33.104,C,0.002511,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,254,255,250,15,0,0
33.12,C,0.001899,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,253,255,1,0,247,255,247,255,248,15,0,0
33.151,C,0.001554,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,250,255,5,0,254,15,0,0
33.167,C,0.001654,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,247,255,254,255,255,15,0,0
33.182,C,0.00206,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,16,0,4,16,0,0
33.198,C,0.002024,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,254,255,255,255,1,0,25,0,7,16,0,0
33.231,C,0.001916,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,0,0,17,0,253,15,0,0
33.246,C,0.001893,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,15,0,1,16,0,0
33.262,C,0.00174,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,255,16,0,254,15,0,0
33.278,C,0.002891,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,2,0,0,0,255,255,22,0,255,15,0,0
33.31,C,0.001706,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,253,255,252,255,18,0,3,16,0,0
33.325,C,0.001883,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,1,0,250,255,5,0,253,15,0,0
33.341,C,0.0018,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,0,0,5,0,254,255,248,15,0,0
33.372,C,0.002542,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,254,255,250,255,252,255,8,16,0,0
33.372,C,0.002582,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,254,255,250,255,252,255,8,16,0,0
33.403,C,0.001803,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253,255,16,0,1,16,0,0
33.419,C,0.00278,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,1,0,247,255,15,0,255,15,0,0
33.449,C,0.002249,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,255,255,255,255,253,255,15,0,252,15,0,0
33.465,C,0.002481,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,250,255,12,0,0,16,0,0
33.481,C,0.002745,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,241,255,252,255,4,16,0,0
33.511,C,0.001943,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,254,255,246,255,252,255,241,15,0,0
33.528,C,0.002339,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,242,255,254,255,246,15,0,0
33.543,C,0.002669,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,253,255,246,255,3,0,254,15,0,0
33.559,C,0.002355,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,255,255,18,0,249,15,0,0
33.59,C,0.002141,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,255,5,0,20,0,250,15,0,0
33.605,C,0.001353,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,1,0,0,0,10,0,10,0,2,16,0,0
33.621,C,0.001978,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,255,255,13,0,249,15,0,0
33.653,C,0.001405,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,254,255,6,0,5,16,0,0
33.653,C,0.002347,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,254,255,6,0,5,16,0,0
33.683,C,0.002035,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,248,255,9,0,246,15,0,0
33.699,C,0.001721,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,0,0,0,0,12,0,250,15,0,0
33.731,C,0.001616,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,0,0,2,0,8,0,254,15,0,0
33.747,C,0.002,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,251,255,6,0,255,15,0,0
33.762,C,0.001546,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,2,0,255,255,246,255,8,0,251,15,0,0
33.778,C,0.001773,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,3,0,6,0,254,15,0,0
33.809,C,0.001465,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,249,255,12,0,254,15,0,0
33.824,C,0.001674,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,2,0,254,255,251,255,10,0,0,16,0,0
33.839,C,0.00184,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,1,0,8,0,3,16,0,0
33.872,C,0.001903,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,240,255,6,0,0,16,0,0
33.887,C,0.001889,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,254,255,6,0,255,15,0,0
33.902,C,0.001911,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,251,255,5,0,254,15,0,0
33.918,C,0.001797,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,238,255,18,0,6,16,0,0
33.949,C,0.001732,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,250,255,22,0,251,15,0,0
33.964,C,0.001693,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,253,255,247,255,22,0,0,16,0,0
33.98,C,0.001666,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,254,255,247,255,11,0,246,15,0,0
34.011,C,0.001417,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,255,255,253,255,254,255,4,16,0,0
34.026,C,0.002408,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,253,255,8,0,6,16,0,0
34.041,C,0.003579,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,251,255,11,0,2,16,0,0
34.072,C,0.003569,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,7,0,14,0,2,16,0,0
34.087,C,0.005659,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,7,0,5,0,255,15,0,0
34.103,C,0.007467,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,255,255,254,255,9,0,252,15,0,0
34.118,C,0.005995,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,254,255,250,255,17,0,253,15,0,0
34.149,C,0.007194,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,254,255,247,255,3,0,3,16,0,0
34.164,C,0.006532,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,245,255,12,0,252,15,0,0
34.18,C,0.005766,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,248,255,9,0,9,16,0,0
34.211,C,0.006555,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,254,255,251,255,4,0,249,15,0,0
34.227,C,0.006073,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,254,255,249,255,7,0,251,15,0,0
34.242,C,0.006868,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,253,255,13,0,246,15,0,0
34.272,C,0.007264,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,3,0,12,0,254,15,0,0
34.272,C,0.006064,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,3,0,12,0,254,15,0,0
34.304,C,0.006863,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,254,255,3,0,29,0,1,16,0,0
34.319,C,0.006411,4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,254,255,251,255,17,0,8,16,0,0
