t,phase,rms,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31
18.69,B,0.003071,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,250,255,3,0,250,255,75,255,0,10,189,13,0,0
18.706,B,0.002804,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,239,255,3,0,249,255,64,255,255,9,184,13,0,0
18.721,B,0.002437,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,235,255,255,255,252,255,62,255,246,9,213,13,0,0
18.752,B,0.004415,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,246,255,254,255,249,255,58,255,229,9,213,13,0,0
18.768,B,0.004383,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,241,255,0,0,251,255,59,255,238,9,197,13,0,0
18.783,B,0.003344,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,233,255,255,255,251,255,60,255,246,9,199,13,0,0
18.8,B,0.00279,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,241,255,254,255,0,0,43,255,219,9,220,13,0,0
18.832,B,0.002609,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,254,255,0,0,255,255,61,255,211,9,237,13,0,0
18.847,B,0.002539,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,6,0,0,0,1,0,62,255,217,9,229,13,0,0
18.862,B,0.002339,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,250,255,3,0,0,0,74,255,246,9,202,13,0,0
18.878,B,0.00288,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,251,255,3,0,255,255,54,255,236,9,209,13,0,0
18.91,B,0.003312,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,244,255,3,0,2,0,70,255,0,10,184,13,0,0
18.926,B,0.0036,4,90,165,239,4,0,220,255,248,255,4,0,0,0,0,0,0,0,229,255,254,255,255,255,69,255,9,10,180,13,0,0
18.941,B,0.002214,4,90,165,239,4,0,220,255,248,255,4,0,0,32,0,0,0,54,240,255,251,255,248,255,75,255,227,9,244,13,0,0
18.973,B,0.002241,4,90,165,239,4,0,220,255,248,255,4,0,0,32,0,0,0,183,9,0,246,255,246,255,71,255,206,9,247,13,0,0
18.973,B,0.001901,4,90,165,239,4,0,220,255,248,255,4,0,0,32,0,0,0,183,9,0,246,255,246,255,71,255,206,9,247,13,0,0
19.004,B,0.001606,4,90,165,239,4,0,220,255,188,255,180,255,0,48,0,0,83,255,53,0,233,255,7,0,38,255,176,9,34,14,0,0
19.02,B,0.002003,4,90,165,239,4,0,220,255,188,255,180,255,0,48,0,0,168,255,79,0,212,255,252,255,84,255,183,9,245,13,0,0
19.051,B,0.001848,4,90,165,239,4,0,220,255,188,255,180,255,0,48,0,0,255,255,12,0,234,255,0,0,47,255,49,10,65,13,0,0
19.067,B,0.001895,4,90,165,239,4,0,220,255,188,255,180,255,0,48,0,0,255,255,190,255,245,255,16,0,83,255,67,10,59,13,0,0
19.083,B,0.002391,4,90,165,239,4,0,220,255,188,255,180,255,0,48,0,0,255,255,149,255,5,0,23,0,100,255,35,10,199,13,0,0
19.099,B,0.006662,4,90,165,239,4,0,220,255,188,255,180,255,0,48,0,0,255,255,200,255,241,255,255,255,92,255,207,9,33,14,0,0
19.131,B,0.008677,4,90,165,239,4,0,220,255,188,255,180,255,0,48,0,0,255,255,237,255,241,255,242,255,118,255,243,9,251,13,0,0
19.147,B,0.009063,4,90,165,239,4,0,220,255,188,255,180,255,0,48,0,0,255,255,229,255,243,255,243,255,86,255,2,10,198,13,0,0
19.163,B,0.010315,4,90,165,239,4,0,220,255,188,255,180,255,0,48,0,0,255,255,231,255,251,255,243,255,72,255,209,9,239,13,0,0
19.179,B,0.011221,4,90,165,239,4,0,220,255,188,255,180,255,0,48,0,0,252,255,12,0,249,255,248,255,79,255,163,9,33,14,0,0
19.211,B,0.007756,4,90,165,239,4,0,220,255,188,255,180,255,0,48,0,0,228,236,241,255,1,0,14,0,103,255,3,10,201,13,0,0
19.226,B,0.007616,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,220,219,223,255,9,0,27,0,56,255,216,9,192,13,0,0
19.241,B,0.008951,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,216,208,237,255,253,255,25,0,70,255,212,9,245,13,0,0
19.272,B,0.007538,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,208,192,248,255,250,255,8,0,89,255,225,9,203,13,0,0
19.272,B,0.006343,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,208,192,248,255,250,255,8,0,89,255,225,9,203,13,0,0
19.304,B,0.0077,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,204,175,228,255,242,255,244,255,91,255,231,9,252,13,0,0
19.319,B,0.007698,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,199,166,235,255,245,255,243,255,98,255,227,9,241,13,0,0
19.352,B,0.006686,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,180,154,218,255,244,255,238,255,82,255,207,9,227,13,0,0
19.367,B,0.009855,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,170,152,209,255,238,255,224,255,90,255,163,9,251,13,0,0
19.382,B,0.008815,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,156,148,208,255,240,255,234,255,66,255,205,9,232,13,0,0
19.414,B,0.010621,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,141,140,218,255,236,255,238,255,87,255,197,9,206,13,0,0
19.414,B,0.006035,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,141,140,203,255,234,255,235,255,90,255,188,9,191,13,0,0
19.445,B,0.005708,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,135,125,191,255,217,255,205,255,113,255,204,9,17,14,0,0
19.461,B,0.006616,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,128,115,229,255,234,255,225,255,66,255,215,9,10,14,0,0
19.492,B,0.00744,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,119,103,238,255,254,255,255,255,95,255,241,9,186,13,0,0
19.508,B,0.006775,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,113,86,219,255,5,0,255,255,104,255,213,9,224,13,0,0
19.524,B,0.007349,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,110,77,243,255,4,0,253,255,90,255,165,9,33,14,0,0
19.54,B,0.006278,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,107,72,253,255,0,0,2,0,64,255,133,9,12,14,0,0
19.571,B,0.011198,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,101,61,0,0,6,0,10,0,111,255,218,9,234,13,0,0
19.586,B,0.00892,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,101,59,246,255,4,0,7,0,83,255,207,9,219,13,0,0
19.601,B,0.005785,4,90,165,239,4,0,220,255,220,255,240,255,0,48,0,0,101,56,242,255,2,0,3,0,96,255,210,9,230,13,0,0
19.632,B,0.003887,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,101,49,217,255,5,0,5,0,86,255,176,9,244,13,0,0
19.648,B,0.005631,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,99,47,225,255,5,0,6,0,89,255,166,9,4,14,0,0
19.664,B,0.004682,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,97,37,223,255,5,0,7,0,91,255,189,9,235,13,0,0
19.679,B,0.005064,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,93,29,223,255,3,0,4,0,100,255,188,9,255,13,0,0
19.711,B,0.005454,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,80,22,6,0,252,255,250,255,84,255,148,9,32,14,0,0
19.726,B,0.008185,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,74,22,248,255,3,0,1,0,79,255,181,9,228,13,0,0
19.742,B,0.005144,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,65,22,246,255,1,0,255,255,86,255,174,9,246,13,0,0
19.773,B,0.005708,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,56,24,243,255,3,0,12,0,65,255,158,9,1,14,0,0
19.773,B,0.006085,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,56,24,243,255,3,0,12,0,65,255,158,9,1,14,0,0
19.804,B,0.006301,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,52,24,241,255,3,0,255,255,96,255,181,9,245,13,0,0
19.82,B,0.005131,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,52,24,243,255,3,0,0,0,88,255,172,9,255,13,0,0
19.853,B,0.00656,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,46,24,11,0,255,255,253,255,75,255,150,9,21,14,0,0
19.853,B,0.004793,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,46,24,11,0,255,255,253,255,75,255,150,9,21,14,0,0
19.882,B,0.0045,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,40,24,15,0,2,0,254,255,96,255,172,9,253,13,0,0
19.913,B,0.004266,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,35,24,245,255,1,0,252,255,93,255,188,9,228,13,0,0
19.913,B,0.004278,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,35,24,245,255,1,0,252,255,93,255,188,9,228,13,0,0
19.945,B,0.003897,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,18,24,242,255,3,0,3,0,80,255,156,9,10,14,0,0
19.96,B,0.005514,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,15,24,253,255,0,0,3,0,76,255,169,9,9,14,0,0
19.991,B,0.003916,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,15,24,243,255,0,0,255,255,92,255,180,9,245,13,0,0
20.007,B,0.006461,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,15,24,242,255,1,0,254,255,82,255,156,9,254,13,0,0
20.023,B,0.005415,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,15,24,9,0,252,255,252,255,90,255,128,9,51,14,0,0
20.039,B,0.004761,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,15,24,26,0,252,255,248,255,90,255,156,9,25,14,0,0
20.069,B,0.003102,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,15,24,14,0,253,255,254,255,89,255,166,9,0,14,0,0
20.085,B,0.00427,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,15,24,29,0,251,255,253,255,79,255,158,9,22,14,0,0
20.101,B,0.005988,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,15,24,27,0,251,255,1,0,80,255,158,9,248,13,0,0
20.133,B,0.006134,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,15,24,41,0,252,255,4,0,93,255,193,9,243,13,0,0
20.147,B,0.004138,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,18,25,9,0,3,0,12,0,86,255,224,9,176,13,0,0
20.162,B,0.004457,4,90,165,239,4,0,220,255,4,0,16,0,0,48,0,0,18,25,244,255,2,0,13,0,88,255,210,9,216,13,0,0
20.193,B,0.004707,4,90,165,239,212,255,224,255,4,0,16,0,0,48,0,0,18,25,247,255,3,0,8,0,92,255,165,9,252,13,0,0
20.193,B,0.005076,4,90,165,239,212,255,224,255,4,0,16,0,0,48,0,0,18,25,247,255,3,0,8,0,92,255,165,9,252,13,0,0
20.225,B,0.005495,4,90,165,239,212,255,224,255,4,0,16,0,0,48,0,0,20,28,254,255,4,0,13,0,84,255,175,9,11,14,0,0
20.24,B,0.004933,4,90,165,239,212,255,224,255,4,0,16,0,0,48,0,0,20,28,247,255,7,0,16,0,91,255,192,9,234,13,0,0
20.272,B,0.005084,4,90,165,239,212,255,224,255,4,0,16,0,0,48,0,0,20,32,252,255,3,0,11,0,89,255,162,9,13,14,0,0
20.287,B,0.005144,4,90,165,239,212,255,224,255,4,0,16,0,0,48,0,0,20,37,5,0,2,0,9,0,87,255,156,9,26,14,0,0
20.302,B,0.003905,4,90,165,239,212,255,224,255,4,0,16,0,0,48,0,0,20,37,21,0,6,0,15,0,79,255,144,9,25,14,0,0
20.318,B,0.003469,4,90,165,239,212,255,224,255,4,0,16,0,0,48,0,0,20,40,21,0,4,0,14,0,90,255,191,9,234,13,0,0
20.35,B,0.00362,4,90,165,239,212,255,224,255,4,0,16,0,0,48,0,0,33,47,6,0,255,255,6,0,107,255,220,9,207,13,0,0
20.365,B,0.003867,4,90,165,239,212,255,224,255,4,0,16,0,0,48,0,0,44,52,255,255,254,255,6,0,99,255,191,9,226,13,0,0
20.381,B,0.00446,4,90,165,239,212,255,224,255,4,0,16,0,0,48,0,0,53,56,254,255,253,255,1,0,88,255,194,9,242,13,0,0
20.413,B,0.005067,4,90,165,239,212,255,224,255,4,0,16,0,0,48,0,0,69,59,6,0,254,255,0,0,92,255,164,9,10,14,0,0
20.413,B,0.004269,4,90,165,239,4,0,244,255,4,0,16,0,0,48,0,0,71,59,6,0,254,255,0,0,92,255,164,9,10,14,0,0
20.444,B,0.004113,4,90,165,239,4,0,244,255,4,0,16,0,0,48,0,0,90,64,9,0,3,0,5,0,105,255,204,9,232,13,0,0
20.459,B,0.003986,4,90,165,239,4,0,244,255,4,0,16,0,0,48,0,0,98,68,251,255,4,0,12,0,103,255,194,9,216,13,0,0
20.49,B,0.004761,4,90,165,239,4,0,244,255,4,0,16,0,0,48,0,0,115,75,250,255,2,0,255,255,113,255,195,9,251,13,0,0
20.505,B,0.004337,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,119,78,250,255,253,255,251,255,99,255,190,9,246,13,0,0
20.521,B,0.00506,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,123,81,1,0,1,0,253,255,105,255,174,9,8,14,0,0
20.552,B,0.004991,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,125,88,16,0,2,0,6,0,111,255,183,9,245,13,0,0
20.568,B,0.004819,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,127,92,253,255,1,0,6,0,99,255,210,9,199,13,0,0
20.584,B,0.003759,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,127,99,246,255,2,0,1,0,97,255,201,9,225,13,0,0
20.599,B,0.0038,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,127,103,247,255,0,0,2,0,99,255,190,9,249,13,0,0
20.632,B,0.00538,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,127,109,243,255,0,0,1,0,100,255,178,9,236,13,0,0
20.647,B,0.004061,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,125,113,251,255,254,255,252,255,96,255,167,9,5,14,0,0
20.662,B,0.004449,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,125,116,2,0,251,255,254,255,103,255,171,9,7,14,0,0
20.678,B,0.003969,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,125,118,1,0,255,255,253,255,98,255,184,9,249,13,0,0
20.709,B,0.004178,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,125,120,253,255,0,0,253,255,105,255,189,9,239,13,0,0
20.724,B,0.004108,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,125,120,253,255,254,255,251,255,100,255,181,9,236,13,0,0
20.74,B,0.003881,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,125,120,249,255,255,255,248,255,105,255,187,9,242,13,0,0
20.771,B,0.003986,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,125,118,239,255,255,255,250,255,115,255,208,9,243,13,0,0
20.786,B,0.004326,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,124,118,236,255,2,0,248,255,104,255,193,9,250,13,0,0
20.802,B,0.003784,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,124,118,241,255,255,255,251,255,89,255,163,9,7,14,0,0
20.818,B,0.002885,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,118,247,255,1,0,255,255,95,255,167,9,11,14,0,0
20.849,B,0.003678,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,115,251,255,1,0,1,0,100,255,169,9,240,13,0,0
20.864,B,0.003248,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,115,247,255,1,0,255,255,107,255,185,9,242,13,0,0
20.88,B,0.003822,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,115,245,255,0,0,0,0,100,255,184,9,249,13,0,0
20.911,B,0.003893,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,113,0,0,252,255,251,255,106,255,180,9,249,13,0,0
20.926,B,0.003917,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,113,255,255,254,255,250,255,109,255,183,9,237,13,0,0
20.941,B,0.003912,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,111,253,255,255,255,254,255,93,255,174,9,245,13,0,0
20.972,B,0.003899,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,0,0,0,0,0,0,92,255,183,9,250,13,0,0
20.988,B,0.003746,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,255,255,1,0,255,255,96,255,188,9,247,13,0,0
21.004,B,0.003695,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,255,255,3,0,1,0,91,255,188,9,248,13,0,0
21.019,B,0.003786,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,254,255,0,0,254,255,105,255,181,9,249,13,0,0
21.052,B,0.003649,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,252,255,1,0,0,0,108,255,180,9,240,13,0,0
21.067,B,0.002846,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,249,255,2,0,255,255,104,255,193,9,243,13,0,0
21.082,B,0.003194,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,247,255,1,0,253,255,97,255,177,9,249,13,0,0
21.098,B,0.003231,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,250,255,2,0,1,0,105,255,162,9,252,13,0,0
21.129,B,0.004772,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,252,255,0,0,255,255,94,255,176,9,250,13,0,0
21.144,B,0.00327,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,252,255,1,0,251,255,114,255,177,9,254,13,0,0
21.161,B,0.003649,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,253,255,1,0,251,255,99,255,180,9,245,13,0,0
21.191,B,0.003687,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,250,255,4,0,0,0,99,255,183,9,253,13,0,0
21.207,B,0.003163,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,250,255,1,0,255,255,111,255,173,9,6,14,0,0
21.222,B,0.003802,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,253,255,2,0,1,0,98,255,170,9,247,13,0,0
21.238,B,0.003225,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,122,106,252,255,2,0,0,0,94,255,175,9,243,13,0,0
21.271,B,0.003397,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,120,106,253,255,0,0,1,0,106,255,168,9,243,13,0,0
21.287,B,0.003472,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,120,106,254,255,0,0,1,0,105,255,163,9,254,13,0,0
21.303,B,0.002341,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,120,106,8,0,2,0,5,0,86,255,162,9,3,14,0,0
21.318,B,0.002912,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,120,106,9,0,2,0,3,0,97,255,177,9,255,13,0,0
21.35,B,0.002802,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,120,106,4,0,3,0,3,0,107,255,191,9,237,13,0,0
21.366,B,0.002993,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,120,106,3,0,3,0,1,0,97,255,186,9,240,13,0,0
21.382,B,0.002669,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,120,106,3,0,3,0,1,0,105,255,193,9,247,13,0,0
21.413,B,0.002376,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,115,106,6,0,2,0,252,255,93,255,160,9,1,14,0,0
21.413,B,0.002226,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,115,106,6,0,2,0,252,255,93,255,160,9,1,14,0,0
21.444,B,0.002902,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,112,106,14,0,2,0,1,0,108,255,181,9,1,14,0,0
21.459,B,0.002752,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,106,13,0,2,0,3,0,105,255,179,9,253,13,0,0
21.49,B,0.002381,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,106,255,255,1,0,1,0,109,255,201,9,229,13,0,0
21.505,B,0.002469,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,106,255,255,0,0,254,255,104,255,189,9,252,13,0,0
21.52,B,0.002418,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,106,251,255,1,0,255,255,102,255,184,9,234,13,0,0
21.55,B,0.00238,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,112,106,248,255,3,0,255,255,108,255,183,9,247,13,0,0
21.566,B,0.002678,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,112,106,248,255,253,255,252,255,106,255,182,9,250,13,0,0
21.581,B,0.00243,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,112,106,250,255,3,0,252,255,105,255,184,9,254,13,0,0
21.613,B,0.002359,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,106,253,255,0,0,1,0,98,255,173,9,241,13,0,0
21.613,B,0.002468,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,106,253,255,0,0,1,0,98,255,173,9,241,13,0,0
21.644,B,0.002168,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,109,106,241,255,2,0,3,0,103,255,177,9,238,13,0,0
21.659,B,0.002782,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,109,106,245,255,254,255,3,0,105,255,179,9,250,13,0,0
21.691,B,0.002645,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,109,106,233,255,1,0,5,0,91,255,177,9,238,13,0,0
21.706,B,0.002876,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,109,106,239,255,1,0,7,0,101,255,174,9,5,14,0,0
21.721,B,0.003091,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,109,106,247,255,2,0,8,0,102,255,165,9,8,14,0,0
21.753,B,0.002443,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,106,2,0,2,0,2,0,113,255,177,9,2,14,0,0
21.753,B,0.002929,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,106,2,0,2,0,2,0,113,255,177,9,2,14,0,0
21.784,B,0.003301,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,106,10,0,255,255,253,255,107,255,166,9,0,14,0,0
21.8,B,0.002678,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,106,10,0,0,0,0,0,108,255,175,9,246,13,0,0
21.832,B,0.002652,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,106,8,0,2,0,1,0,101,255,178,9,242,13,0,0
21.847,B,0.002476,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,106,0,0,1,0,253,255,107,255,193,9,235,13,0,0
21.862,B,0.003156,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,105,254,255,3,0,0,0,104,255,180,9,243,13,0,0
21.878,B,0.002797,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,101,2,0,2,0,1,0,104,255,169,9,8,14,0,0
21.91,B,0.002811,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,94,252,255,3,0,4,0,105,255,182,9,246,13,0,0
21.926,B,0.002624,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,90,251,255,6,0,6,0,110,255,179,9,251,13,0,0
21.941,B,0.002816,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,87,253,255,6,0,5,0,113,255,170,9,251,13,0,0
21.973,B,0.003647,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,85,251,255,4,0,2,0,109,255,190,9,248,13,0,0
21.973,B,0.003327,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,85,251,255,4,0,2,0,109,255,190,9,248,13,0,0
22.004,B,0.002725,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,111,85,249,255,4,0,0,0,108,255,180,9,251,13,0,0
22.019,B,0.002524,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,109,85,247,255,5,0,2,0,113,255,160,9,250,13,0,0
22.05,B,0.002867,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,109,85,253,255,8,0,3,0,113,255,175,9,250,13,0,0
22.067,B,0.003104,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,107,85,253,255,3,0,3,0,106,255,180,9,247,13,0,0
22.081,B,0.002697,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,107,85,247,255,3,0,3,0,114,255,183,9,245,13,0,0
22.113,B,0.003297,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,107,85,254,255,2,0,1,0,96,255,166,9,1,14,0,0
22.113,B,0.00263,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,107,85,254,255,2,0,1,0,96,255,166,9,1,14,0,0
22.144,B,0.002599,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,107,85,253,255,2,0,255,255,106,255,188,9,249,13,0,0
22.159,B,0.002453,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,107,85,248,255,2,0,253,255,111,255,177,9,248,13,0,0
22.192,B,0.002614,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,103,85,239,255,3,0,0,0,102,255,168,9,247,13,0,0
22.207,B,0.002756,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,100,85,242,255,3,0,1,0,98,255,158,9,13,14,0,0
22.222,B,0.003767,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,97,85,250,255,0,0,255,255,118,255,158,9,4,14,0,0
22.253,B,0.002961,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,90,85,244,255,0,0,1,0,94,255,176,9,251,13,0,0
22.253,B,0.003365,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,90,85,243,255,0,0,1,0,94,255,175,9,254,13,0,0
22.285,B,0.004459,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,88,85,250,255,0,0,254,255,102,255,165,9,5,14,0,0
22.301,B,0.003101,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,88,85,250,255,4,0,0,0,101,255,155,9,4,14,0,0
22.333,B,0.003577,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,0,0,1,0,1,0,97,255,177,9,238,13,0,0
22.333,B,0.004178,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,0,0,1,0,1,0,97,255,177,9,238,13,0,0
22.364,B,0.004722,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,251,255,1,0,1,0,96,255,168,9,253,13,0,0
